,1D_nwp_globalirrad,1D_nwp_directirrad,3D_u_1000hPa,2D_u10,1D_nwp_temperature,2D_t2m,2D_ssrd,power
2019-04-08 11:45:00,0.0,0.0,-2.8240087187011804,-3.2395221009277435,11.87,285.16569800937503,451.6343566222227,0.0
2019-04-08 12:00:00,0.0,0.0,-2.897713346679696,-3.320095423437509,11.19,285.10903406875,444.8646823253339,0.0
2019-04-08 12:15:00,0.0,0.0,-2.9790894775390706,-3.405864826611337,10.66,285.4186253054688,429.1639762631115,0.0
2019-04-08 12:30:00,0.0,0.0,-3.0604656083984456,-3.4916342297851646,10.13,285.7282165421875,413.4632702008892,0.0
2019-04-08 12:45:00,0.0,0.0,-3.14184173925782,-3.5774036329589927,9.57,286.0378077789062,397.7625641386668,0.0
2019-04-08 13:00:00,0.0,0.0,-3.223217870117195,-3.6631730361328207,8.99,286.34739901562494,382.0618580764444,0.0
2019-04-08 13:15:00,0.0,0.0,-3.236254175634773,-3.674634462109383,8.42,286.4374288898437,392.5010349795557,0.0
2019-04-08 13:30:00,0.0,0.0,-3.249290481152351,-3.686095888085945,7.92,286.5274587640625,402.94021188266686,0.0
2019-04-08 13:45:00,0.0,0.0,-3.262326786669929,-3.6975573140625073,7.43,286.61748863828126,413.3793887857781,0.0
2019-04-08 14:00:00,0.0,0.0,-3.275363092187507,-3.7090187400390695,7.03,286.70751851250003,423.8185656888893,0.0
2019-04-08 14:15:00,0.0,0.0,-3.248322299316413,-3.684996946386725,6.7,286.859488515625,429.2441363484449,0.0
2019-04-08 14:30:00,0.0,0.0,-3.221281506445319,-3.660975152734381,6.39,287.01145851875003,434.6697070080005,0.0
2019-04-08 14:45:00,0.0,0.0,-3.194240713574225,-3.6369533590820375,6.12,287.163428521875,440.09527766755616,0.0
2019-04-08 15:00:00,0.0,0.0,-3.167199920703131,-3.612931565429693,5.95,287.315398525,445.52084832711176,0.0
2019-04-08 15:15:00,0.0,0.0,-3.1033457118164125,-3.5522837826171934,5.76,287.2634158226562,402.5701189546672,0.0
2019-04-08 15:30:00,0.0,0.0,-3.0394915029296934,-3.4916359998046933,5.43,287.21143312031245,359.6193895822227,0.0
2019-04-08 15:45:00,0.0,0.0,-2.9756372940429747,-3.4309882169921933,4.93,287.15945041796874,316.6686602097782,0.0
2019-04-08 16:00:00,0.0,0.0,-2.911783085156256,-3.370340434179693,4.42,287.107467715625,273.71793083733365,0.0
2019-04-08 16:15:00,0.0,0.0,-2.851607691210944,-3.3073984566894588,4.23,287.2293535578125,247.2101112462225,0.0
2019-04-08 16:30:00,0.0,0.0,-2.791432297265631,-3.2444564791992243,4.17,287.35123939999994,220.70229165511137,0.0
2019-04-08 16:45:00,0.0,0.0,-2.7312569033203187,-3.18151450170899,4.22,287.47312524218745,194.1944720640002,0.0
2019-04-08 17:00:00,0.0,0.0,-2.671081509375006,-3.1185725242187554,4.22,287.59501108437496,167.68665247288905,0.0
2019-04-08 17:15:00,0.0,0.0,-2.578870783349616,-3.006646563916021,4.06,286.99212543203123,140.78749020444457,0.0
2019-04-08 17:30:00,0.0,0.0,-2.486660057324225,-2.894720603613287,3.51,286.3892397796875,113.8883279360001,0.0
2019-04-08 17:45:00,0.0,0.0,-2.3944493312988344,-2.7827946433105524,2.79,285.7863541273437,86.98916566755562,0.0
2019-04-08 18:00:00,0.0,0.0,-2.302238605273444,-2.670868683007818,2.32,285.183468475,60.09000339911114,0.0
2019-04-08 18:15:00,0.0,0.0,-2.296052434814459,-2.6525484722168016,2.1,285.2144725914062,47.116639559111135,0.0
2019-04-08 18:30:00,0.0,0.0,-2.2898662643554744,-2.6342282614257853,2.01,285.2454767078125,34.14327571911113,0.0
2019-04-08 18:45:00,0.0,0.0,-2.283680093896489,-2.6159080506347694,2.0,285.2764808242188,21.169911879111133,0.0
2019-04-08 19:00:00,0.0,0.0,-2.2774939234375045,-2.597587839843753,1.99,285.307484940625,8.196548039111129,0.0
2019-04-08 19:15:00,0.0,0.0,-2.2675311461425807,-2.5778434825195324,1.92,285.13494337968746,6.147411029333346,0.0
2019-04-08 19:30:00,0.0,0.0,-2.2575683688476564,-2.558099125195312,1.77,284.96240181875,4.098274019555564,0.0
2019-04-08 19:45:00,0.0,0.0,-2.2476055915527327,-2.538354767871091,1.58,284.7898602578125,2.049137009777782,0.0
2019-04-08 20:00:00,0.0,0.0,-2.237642814257809,-2.5186104105468705,1.42,284.617318696875,0.0,0.0
2019-04-08 20:15:00,0.0,0.0,-2.169149017041012,-2.377904559179683,1.3,284.3955123734375,0.0,0.0
2019-04-08 20:30:00,0.0,0.0,-2.1006552198242145,-2.2371987078124955,1.22,284.17370605,0.0,0.0
2019-04-08 20:45:00,0.0,0.0,-2.032161422607418,-2.096492856445308,1.21,283.9518997265625,0.0,0.0
2019-04-08 21:00:00,0.0,0.0,-1.963667625390621,-1.9557870050781203,1.28,283.730093403125,0.0,0.0
2019-04-08 21:15:00,0.0,0.0,-1.9058416195312464,-1.9010477637207,1.38,283.4531198125,0.0,0.0
2019-04-08 21:30:00,0.0,0.0,-1.848015613671872,-1.84630852236328,1.53,283.176146221875,0.0,0.0
2019-04-08 21:45:00,0.0,0.0,-1.790189607812498,-1.791569281005859,1.72,282.89917263125,0.0,0.0
2019-04-08 22:00:00,0.0,0.0,-1.7323636019531237,-1.7368300396484386,1.87,282.622199040625,0.0,0.0
2019-04-08 22:15:00,1.28,0.0,-1.5611095523925795,-1.5876294274902376,1.97,281.8100571078125,0.0,0.0
2019-04-08 22:30:00,2.82,0.0,-1.3898555028320354,-1.4384288153320366,2.07,280.997915175,0.0,0.0
2019-04-08 22:45:00,5.28,0.0,-1.218601453271491,-1.2892282031738356,2.18,280.1857732421875,0.0,0.1925
2019-04-08 23:00:00,7.52,0.0,-1.047347403710947,-1.1400275910156346,2.29,279.373631309375,0.0,0.331153
2019-04-08 23:15:00,10.6,0.0,-0.9535050410644628,-1.0572455425293064,2.41,279.32006944375,0.0,0.587754
2019-04-08 23:30:00,13.52,0.0,-0.8596626784179786,-0.9744634940429784,2.5,279.266507578125,0.0,0.991703
2019-04-08 23:45:00,20.97,0.0,-0.7658203157714945,-0.8916814455566503,2.62,279.2129457125,0.0,0.899035
2019-04-09 00:00:00,24.1,0.0,-0.6719779531250103,-0.8088993970703222,2.72,279.159383846875,0.0,1.475469
2019-04-09 00:15:00,32.06,0.0,-0.7193689162109476,-0.8389924883300879,2.84,278.9816569125,0.0,2.102242
2019-04-09 00:30:00,37.24,0.0,-0.7667598792968848,-0.8690855795898536,2.95,278.803929978125,0.0,2.1028990000000003
2019-04-09 00:45:00,40.06,0.0,-0.8141508423828221,-0.8991786708496191,3.04,278.62620304375,0.0,2.497469
2019-04-09 01:00:00,42.07,0.0,-0.8615418054687594,-0.9292717621093848,3.15,278.448476109375,0.0,2.875305
2019-04-09 01:15:00,48.6,0.0,-0.8747730127929796,-0.9381902163574332,3.29,278.283323325,0.0,3.538774
2019-04-09 01:30:00,53.06,0.0,-0.8880042201171997,-0.9471086706054814,3.45,278.118170540625,0.0,4.416780999999999
2019-04-09 01:45:00,58.09,0.0,-0.9012354274414198,-0.9560271248535298,3.64,277.95301775625,0.0,3.927
2019-04-09 02:00:00,61.23,0.0,-0.91446663476564,-0.9649455791015782,3.83,277.78786497187497,0.0,4.455172
2019-04-09 02:15:00,66.66,0.0,-0.833007736572279,-0.9036275010254052,4.05,277.6606167835937,0.0,4.819391
2019-04-09 02:30:00,72.88,0.0,-0.751548838378918,-0.842309422949232,4.28,277.5333685953125,0.0,7.915031
2019-04-09 02:45:00,79.21,0.0,-0.6700899401855569,-0.7809913448730588,4.51,277.40612040703127,0.0,9.312407
2019-04-09 03:00:00,85.08,0.0,-0.5886310419921958,-0.7196732667968857,4.7,277.27887221875,0.0,8.852375
2019-04-09 03:15:00,94.24,0.0,-0.5241484481445402,-0.6596192784668083,4.9,276.79661310625,0.0,6.235032
2019-04-09 03:30:00,102.79,0.0,-0.4596658542968846,-0.599565290136731,5.05,276.31435399375,0.0,6.409703
2019-04-09 03:45:00,115.19,0.0,-0.395183260449229,-0.5395113018066535,5.21,275.83209488125,0.0,7.090891
2019-04-09 04:00:00,127.92,0.0,-0.3307006666015734,-0.4794573134765761,5.37,275.34983576875,0.0,8.869
2019-04-09 04:15:00,135.59,0.03,-0.3072851750976678,-0.4492672593750145,5.51,275.37307953125,0.0,9.019501
2019-04-09 04:30:00,154.72,0.33,-0.2838696835937623,-0.4190772052734529,5.67,275.39632329375,0.0,3.187953
2019-04-09 04:45:00,163.44,0.5,-0.2604541920898567,-0.3888871511718913,5.8,275.41956705625,0.0,2.816789
2019-04-09 05:00:00,195.04,10.11,-0.2370387005859511,-0.3586970970703297,6.04,275.44281081875,0.0,6.077969
2019-04-09 05:15:00,184.01,34.22,-0.1534653111328263,-0.2508389130371266,6.16,275.35087984140625,0.0,11.05869
2019-04-09 05:30:00,167.68,5.55,-0.0698919216797014,-0.1429807290039234,6.3,275.2589488640625,0.0,8.668406
2019-04-09 05:45:00,187.07,23.47,0.0136814677734233,-0.0351225449707202,6.51,275.1670178867187,0.0,12.39481
2019-04-09 06:00:00,165.92,8.14,0.0972548572265482,0.0727356390624829,6.66,275.075086909375,0.0,15.36938
2019-04-09 06:15:00,139.62,8.84,-0.0763664038086081,-0.1302810005371261,6.74,275.162621140625,1.738469347555563,11.76153
2019-04-09 06:30:00,177.74,19.91,-0.2499876648437645,-0.3332976401367352,6.98,275.250155371875,3.476938695111126,3.623047
2019-04-09 06:45:00,169.86,49.96,-0.4236089258789208,-0.5363142797363443,7.1,275.337689603125,5.215408042666689,3.198836
2019-04-09 07:00:00,163.4,60.55,-0.5972301869140773,-0.7393309193359534,7.23,275.425223834375,6.953877390222252,2.9756560000000003
2019-04-09 07:15:00,143.95,41.75,-0.6472533788086077,-0.7804516433593903,7.32,275.5202727671875,12.70667335111114,3.756375
2019-04-09 07:30:00,143.67,34.94,-0.697276570703138,-0.8215723673828272,7.41,275.6153217,18.459469312000024,3.670516000000001
2019-04-09 07:45:00,154.17,85.47,-0.7472997625976683,-0.862693091406264,7.55,275.7103706328125,24.212265272888917,4.344922
2019-04-09 08:00:00,146.98,90.47,-0.7973229544921987,-0.903813815429701,7.63,275.805419565625,29.9650612337778,5.928344
2019-04-09 08:15:00,178.64,154.73,-1.0021057471679808,-1.0869729330078268,7.76,275.87319832890626,40.19922770488891,5.469078
2019-04-09 08:30:00,164.09,140.66,-1.2068885398437628,-1.2701320505859528,7.82,275.9409770921875,50.43339417600002,4.527031
2019-04-09 08:45:00,141.96,121.53,-1.411671332519545,-1.4532911681640788,7.83,276.00875585546873,60.66756064711114,3.25243
2019-04-09 09:00:00,126.63,105.28,-1.616454125195327,-1.6364502857422043,7.83,276.07653461875,70.90172711822225,1.7987810000000002
2019-04-09 09:15:00,103.66,84.95,-1.8059839270996223,-1.7925191603515782,7.79,276.27064583515624,76.54461632000006,1.556516
2019-04-09 09:30:00,88.28,71.1,-1.995513729003917,-1.948588034960952,7.75,276.4647570515625,82.18750552177787,0.903684
2019-04-09 09:45:00,65.46,50.64,-2.1850435309082124,-2.104656909570325,7.65,276.6588682679687,87.83039472355567,0.47157
2019-04-09 10:00:00,50.64,38.06,-2.374573332812508,-2.260725784179699,7.57,276.852979484375,93.47328392533348,0.392526
2019-04-09 10:15:00,29.34,20.35,-2.260019793066414,-2.161141367822277,7.43,276.79454850390624,93.60048054044458,0.085637
2019-04-09 10:30:00,14.9,9.01,-2.1454662533203206,-2.0615569514648557,7.29,276.7361175234375,93.7276771555557,0.0
2019-04-09 10:45:00,1.16,0.25,-2.030912713574227,-1.9619725351074333,7.18,276.6776865429688,93.8548737706668,0.0
2019-04-09 11:00:00,0.0,0.0,-1.9163591738281336,-1.8623881187500115,7.04,276.6192555625,93.98207038577792,0.0
2019-04-09 11:15:00,0.0,0.0,-1.881315422656259,-1.83386106879884,6.9,276.6621626539062,112.3311508906668,0.0
2019-04-09 11:30:00,0.0,0.0,-1.8462716714843843,-1.8053340188476683,6.7,276.70506974531247,130.6802313955557,0.0
2019-04-09 11:45:00,0.0,0.0,-1.81122792031251,-1.7768069688964967,6.38,276.74797683671875,149.02931190044455,0.0
2019-04-09 12:00:00,0.0,0.0,-1.7761841691406353,-1.748279918945325,5.91,276.79088392812497,167.37839240533344,0.0
2019-04-09 12:15:00,0.0,0.0,-1.7582399856933688,-1.7393387991211051,5.4,277.1596750421875,179.16659699200017,0.0
2019-04-09 12:30:00,0.0,0.0,-1.7402958022461026,-1.7303976792968854,4.96,277.52846615625,190.9548015786669,0.0
2019-04-09 12:45:00,0.0,0.0,-1.7223516187988364,-1.7214565594726656,4.59,277.8972572703125,202.7430061653336,0.0
2019-04-09 13:00:00,0.0,0.0,-1.70440743535157,-1.712515439648446,4.3,278.266048384375,214.5312107520003,0.0
2019-04-09 13:15:00,0.0,0.0,-1.5879822258789138,-1.6087439699707111,4.1,278.20247691249995,217.6298379520003,0.0
2019-04-09 13:30:00,0.0,0.0,-1.4715570164062577,-1.5049725002929768,3.96,278.13890544062497,220.72846515200027,0.0
2019-04-09 13:45:00,0.0,0.0,-1.3551318069336014,-1.401201030615242,3.85,278.07533396875,223.82709235200025,0.0
2019-04-09 14:00:00,0.0,0.0,-1.2387065974609452,-1.2974295609375075,3.75,278.0117624968749,226.92571955200023,0.0
2019-04-09 14:15:00,0.0,0.0,-1.2572133436035238,-1.321548194628914,3.68,277.9540495476562,213.2021464888892,0.0
2019-04-09 14:30:00,0.0,0.0,-1.2757200897461023,-1.3456668283203204,3.61,277.8963365984375,199.4785734257781,0.0
2019-04-09 14:45:00,0.0,0.0,-1.294226835888681,-1.369785462011727,3.55,277.83862364921873,185.75500036266703,0.0
2019-04-09 15:00:00,0.0,0.0,-1.3127335820312596,-1.3939040957031337,3.48,277.7809107,172.03142729955596,0.0
2019-04-09 15:15:00,0.0,0.0,-1.329307550927744,-1.417693455566415,3.42,277.9335141054687,169.62168153600032,0.0
2019-04-09 15:30:00,0.0,0.0,-1.3458815198242284,-1.441482815429696,3.37,278.08611751093747,167.2119357724447,0.0
2019-04-09 15:45:00,0.0,0.0,-1.3624554887207128,-1.465272175292977,3.31,278.2387209164062,164.80219000888906,0.0
2019-04-09 16:00:00,0.0,0.0,-1.379029457617197,-1.4890615351562582,2.61,278.39132432187495,162.39244424533342,0.0
2019-04-09 16:15:00,0.0,0.0,-1.3106854114746187,-1.413912582373055,2.52,278.3833937796875,161.50379606755564,0.0
2019-04-09 16:30:00,0.0,0.0,-1.2423413653320403,-1.3387636295898515,2.44,278.3754632375,160.61514788977786,0.0
2019-04-09 16:45:00,0.0,0.0,-1.173997319189462,-1.263614676806648,2.38,278.3675326953125,159.72649971200008,0.0
2019-04-09 17:00:00,0.0,0.0,-1.1056532730468835,-1.1884657240234449,2.33,278.359602153125,158.8378515342223,0.0
2019-04-09 17:15:00,0.0,0.0,-0.7948306062988375,-0.8722714011230549,2.29,278.24879683828124,133.50646136888892,0.0
2019-04-09 17:30:00,0.0,0.0,-0.4840079395507913,-0.5560770782226649,2.27,278.1379915234375,108.17507120355556,0.0
2019-04-09 17:45:00,0.0,0.0,-0.1731852728027452,-0.239882755322275,2.27,278.0271862085938,82.8436810382222,0.0
2019-04-09 18:00:00,0.0,0.0,0.1376373939453008,0.0763115675781149,2.31,277.91638089375,57.51229087288883,0.0
2019-04-09 18:15:00,0.0,0.0,0.3247210392089713,0.2197384978515517,2.31,278.09345914453127,46.12678553599995,0.0
2019-04-09 18:30:00,0.0,0.0,0.5118046844726418,0.3631654281249886,2.31,278.2705373953125,34.74128019911107,0.0
2019-04-09 18:45:00,0.0,0.0,0.6988883297363122,0.5065923583984254,2.31,278.4476156460937,23.355774862222184,0.0
2019-04-09 19:00:00,0.0,0.0,0.8859719749999827,0.6500192886718623,2.33,278.624693896875,11.970269525333304,0.0
2019-04-09 19:15:00,0.0,0.0,0.9800998779784976,0.7349435680175657,2.36,278.7523356664062,8.977702143999977,0.0
2019-04-09 19:30:00,0.0,0.0,1.0742277809570129,0.819867847363269,2.4,278.87997743593746,5.985134762666652,0.0
2019-04-09 19:45:00,0.0,0.0,1.1683556839355278,0.9047921267089724,2.46,279.0076192054688,2.992567381333327,0.0
2019-04-09 20:00:00,0.0,0.0,1.2624835869140427,0.9897164060546756,2.52,279.135260975,0.0,0.0
2019-04-09 20:15:00,0.0,0.0,1.2359194411620893,0.9391598884277228,2.59,279.152140171875,0.0,0.0
2019-04-09 20:30:00,0.0,0.0,1.209355295410136,0.8886033708007698,2.66,279.16901936875,0.0,0.0
2019-04-09 20:45:00,0.0,0.0,1.1827911496581829,0.8380468531738168,2.74,279.185898565625,0.0,0.0
2019-04-09 21:00:00,0.0,0.0,1.1562270039062292,0.7874903355468639,2.85,279.2027777625,0.0,0.0
2019-04-09 21:15:00,0.0,0.0,1.1579932751952926,0.7882766289550673,2.97,279.150117715625,0.0,0.0
2019-04-09 21:30:00,0.0,0.0,1.1597595464843558,0.7890629223632708,3.07,279.09745766875,0.0,0.0
2019-04-09 21:45:00,0.0,0.0,1.1615258177734191,0.7898492157714743,3.19,279.044797621875,0.0,0.0
2019-04-09 22:00:00,0.0,0.0,1.1632920890624825,0.7906355091796777,3.3,278.992137575,0.0,0.166568
2019-04-09 22:15:00,21.68,12.06,1.1691501998046694,0.8971217121581909,3.46,278.64517718125,0.0,0.782701
2019-04-09 22:30:00,51.93,35.28,1.1750083105468565,1.0036079151367043,3.72,278.2982167875,0.0,1.3721370000000002
2019-04-09 22:45:00,104.5,80.25,1.1808664212890432,1.1100941181152175,4.18,277.95125639375004,0.0,2.278719
2019-04-09 23:00:00,142.01,113.89,1.18672453203123,1.2165803210937307,4.69,277.60429600000003,0.0,3.497977
2019-04-09 23:15:00,200.09,167.26,1.2402653107909964,1.2670674307617014,5.25,277.61078517109377,0.0,5.333453
2019-04-09 23:30:00,239.34,203.9,1.293806089550763,1.317554540429672,5.69,277.6172743421875,0.0,8.241844
2019-04-09 23:45:00,298.27,259.44,1.3473468683105296,1.368041650097643,6.2,277.62376351328123,0.0,9.578626
2019-04-10 00:00:00,337.21,296.41,1.400887647070296,1.4185287597656135,6.64,277.63025268437497,0.0,8.01675
2019-04-10 00:15:00,394.59,351.16,1.453090714550766,1.4725217945800684,7.13,277.5717288695312,0.0,12.23622
2019-04-10 00:30:00,431.9,386.91,1.505293782031236,1.5265148293945234,7.65,277.5132050546875,0.0,13.636
2019-04-10 00:45:00,486.08,438.96,1.557496849511706,1.5805078642089785,8.25,277.4546812398437,0.0,16.176121
2019-04-10 01:00:00,520.78,472.4,1.609699916992176,1.634500899023433,8.87,277.396157425,0.0,17.544189000000003
2019-04-10 01:15:00,570.43,520.33,1.6142440371093645,1.6185178804687466,9.29,277.299023190625,0.0,17.218691
2019-04-10 01:30:00,601.74,550.6,1.618788157226553,1.60253486191406,9.75,277.20188895625,0.0,23.622379
2019-04-10 01:45:00,645.78,593.24,1.6233322773437415,1.5865518433593735,10.2,277.104754721875,0.0,17.175810000000002
2019-04-10 02:00:00,673.03,619.68,1.6278763974609305,1.5705688248046872,10.55,277.0076204875,0.0,18.262131
2019-04-10 02:15:00,710.53,656.07,1.6104754893554625,1.5558076166503914,10.9,276.90864857265626,0.0,20.117559
2019-04-10 02:30:00,733.15,678.05,1.5930745812499945,1.5410464084960953,11.25,276.8096766578125,0.0,21.59413
2019-04-10 02:45:00,763.34,707.39,1.5756736731445264,1.5262852003417997,11.58,276.71070474296874,0.0,22.85675
2019-04-10 03:00:00,780.86,724.42,1.5582727650390584,1.5115239921875037,11.91,276.611732828125,0.0,25.402559
2019-04-10 03:15:00,803.14,746.12,1.5337446459960902,1.4719389858398482,12.22,276.458155625,0.0,28.265129
2019-04-10 03:30:00,815.27,757.94,1.509216526953122,1.432353979492193,12.52,276.304578421875,0.0,28.790131
2019-04-10 03:45:00,829.23,771.57,1.484688407910154,1.3927689731445374,12.83,276.15100121875,0.0,28.53813
2019-04-10 04:00:00,835.66,777.85,1.4601602888671856,1.353183966796882,13.1,275.997424015625,0.0,28.55475
2019-04-10 04:30:00,841.72,783.82,1.4684667660156243,1.3094879173828198,13.63,276.0112036953125,0.0,28.34606
2019-04-10 04:45:00,838.16,780.43,1.472620004589844,1.2876398926757886,13.85,276.01809353515625,0.0,29.827881
2019-04-10 05:15:00,807.84,751.6,1.5201887219726564,1.306152979785162,14.23,276.6063101210937,0.0,28.844379
2019-04-10 05:30:00,771.09,717.01,1.5636042007812494,1.3465140916015668,14.4,277.1876368671875,0.0,22.50281
2019-04-10 05:45:00,709.78,659.28,1.6070196795898424,1.3868752034179717,14.56,277.76896361328124,0.0,29.434999
2019-04-10 06:00:00,646.1,599.57,1.6504351583984356,1.4272363152343763,14.72,278.350290359375,0.0,26.91938
2019-04-10 06:15:00,578.78,536.17,1.6513518966796858,1.511135566992189,14.86,278.49481056718747,12.296969400888884,27.5345
2019-04-10 06:30:00,529.4,489.74,1.652268634960936,1.5950348187500023,15.0,278.639330775,24.59393880177777,26.01506
2019-04-10 06:45:00,481.78,444.58,1.6531853732421862,1.6789340705078155,15.1,278.7838509828125,36.89090820266665,22.039499
2019-04-10 07:00:00,449.95,414.38,1.6541021115234364,1.7628333222656285,15.2,278.928371190625,49.18787760355554,24.159189
2019-04-10 07:15:00,412.13,378.22,1.493302470654296,1.59421470136719,15.26,279.1899454046875,86.28828117333333,21.625629
2019-04-10 07:30:00,382.28,349.84,1.3325028297851556,1.425596080468752,15.32,279.45151961875,123.38868474311111,16.877001
2019-04-10 07:45:00,335.96,305.91,1.1717031889160152,1.2569774595703138,15.35,279.7130938328125,160.48908831288892,17.311001
2019-04-10 08:00:00,292.55,265.32,1.0109035480468749,1.0883588386718754,15.37,279.97466804687497,197.5894918826667,12.11394
2019-04-10 08:15:00,236.89,213.3,0.8747143891601538,0.9255292307128888,15.34,280.0433768335937,245.57943374222225,10.74391
2019-04-10 08:30:00,195.6,175.11,0.7385252302734329,0.7626996227539024,15.31,280.1120856203125,293.56937560177784,13.57059
2019-04-10 08:45:00,155.46,137.67,0.6023360713867121,0.5998700147949159,15.23,280.18079440703127,341.5593174613334,11.17988
2019-04-10 09:00:00,132.8,116.54,0.4661469124999912,0.4370404068359292,15.17,280.24950319375,389.54925932088895,8.728126
2019-04-10 09:15:00,107.48,92.66,0.2077301333495999,0.1721640299316315,15.05,281.4402458679688,436.2128091164445,6.589078
2019-04-10 09:30:00,91.58,77.73,-0.0506866458007913,-0.0927123469726662,14.94,282.6309885421875,482.87635891200006,5.232938
2019-04-10 09:45:00,68.01,55.85,-0.3091034249511825,-0.357588723876964,14.75,283.8217312164062,529.5399087075556,3.551352
2019-04-10 10:00:00,52.5,41.58,-0.5675202041015738,-0.6224651007812616,14.54,285.01247389062496,576.2034585031112,2.777852
2019-04-10 10:15:00,30.03,20.21,-0.7928331251464953,-0.8486864491211052,14.09,285.0451254867187,614.9885397333334,1.573004
2019-04-10 10:30:00,16.53,8.76,-1.018146046191417,-1.0749077974609489,13.53,285.0777770828125,653.7736209635556,0.168236
2019-04-10 10:45:00,1.92,0.54,-1.2434589672363383,-1.3011291458007923,13.04,285.11042867890626,692.5587021937778,0.0
2019-04-10 11:00:00,0.0,0.0,-1.46877188828126,-1.5273504941406362,12.68,285.143080275,731.343783424,0.0
2019-04-10 11:15:00,0.0,0.0,-1.507370984326181,-1.5709442104492295,12.34,285.18125147421875,754.4175328142221,0.0
2019-04-10 11:30:00,0.0,0.0,-1.5459700803711027,-1.6145379267578226,12.0,285.2194226734375,777.4912822044444,0.0
2019-04-10 11:45:00,0.0,0.0,-1.584569176416024,-1.6581316430664157,11.67,285.25759387265623,800.5650315946666,0.0
2019-04-10 12:00:00,0.0,0.0,-1.6231682724609455,-1.701725359375009,11.5,285.295765071875,823.6387809848887,0.0
2019-04-10 12:15:00,0.0,0.0,-1.5932601480957114,-1.6736183298339935,11.33,286.00622238984374,828.1440822186665,0.0
2019-04-10 12:30:00,0.0,0.0,-1.5633520237304772,-1.645511300292978,11.25,286.7166797078125,832.6493834524443,0.0
2019-04-10 12:45:00,0.0,0.0,-1.5334438993652428,-1.6174042707519627,10.97,287.42713702578124,837.1546846862221,0.0
2019-04-10 13:00:00,0.0,0.0,-1.503535775000009,-1.5892972412109472,11.03,288.13759434375,841.6599859199999,0.0
2019-04-10 13:15:00,0.0,0.0,-1.443722805859383,-1.5286956686523527,11.09,288.20535920390626,828.3089980302221,0.0
2019-04-10 13:30:00,0.0,0.0,-1.3839098367187574,-1.4680940960937583,10.72,288.2731240640625,814.9580101404443,0.0
2019-04-10 13:45:00,0.0,0.0,-1.3240968675781315,-1.4074925235351636,10.22,288.34088892421875,801.6070222506667,0.0
2019-04-10 14:00:00,0.0,0.0,-1.264283898437506,-1.3468909509765692,9.87,288.408653784375,788.2560343608889,0.0
2019-04-10 14:15:00,0.0,0.0,-1.417564803515633,-1.4979911936523522,9.53,288.3389921179688,741.8151561955553,0.0
2019-04-10 14:30:00,0.0,0.0,-1.57084570859376,-1.6490914363281357,9.25,288.2693304515625,695.3742780302218,0.0
2019-04-10 14:45:00,0.0,0.0,-1.724126613671887,-1.8001916790039187,8.96,288.19966878515623,648.9333998648883,0.0
2019-04-10 15:00:00,0.0,0.0,-1.8774075187500137,-1.9512919216797016,8.93,288.13000711875,602.4925216995548,0.0
2019-04-10 15:15:00,0.0,0.0,-2.13659262377931,-2.2432591646972795,9.15,288.0412602101562,579.9446280248882,0.0
2019-04-10 15:30:00,0.0,0.0,-2.395777728808606,-2.535226407714857,9.21,287.9525133015625,557.3967343502215,0.0
2019-04-10 15:45:00,0.0,0.0,-2.6549628338379025,-2.8271936507324344,9.18,287.8637663929687,534.8488406755549,0.0
2019-04-10 16:00:00,0.0,0.0,-2.914147938867199,-3.119160893750012,9.16,287.775019484375,512.3009470008883,0.0
2019-04-10 16:15:00,0.0,0.0,-2.9469450769531345,-3.1999363485839947,9.08,287.73811071093746,470.4162753706661,0.0
2019-04-10 16:30:00,0.0,0.0,-2.97974221503907,-3.280711803417977,9.04,287.7012019375,428.5316037404439,0.0
2019-04-10 16:45:00,0.0,0.0,-3.012539353125005,-3.36148725825196,9.01,287.66429316406254,386.64693211022166,0.0
2019-04-10 17:00:00,0.0,0.0,-3.045336491210941,-3.4422627130859422,9.0,287.627384390625,344.76226047999944,0.0
2019-04-10 17:15:00,0.0,0.0,-2.7401540704101603,-3.0973695708007867,9.01,286.9095011242188,294.8711814968884,0.0
2019-04-10 17:30:00,0.0,0.0,-2.43497164960938,-2.752476428515632,9.03,286.1916178578125,244.98010251377733,0.0
2019-04-10 17:45:00,0.0,0.0,-2.129789228808599,-2.407583286230476,9.06,285.47373459140624,195.08902353066628,0.0
2019-04-10 18:00:00,0.0,0.0,-1.8246068080078184,-2.0626901439453205,9.05,284.755851325,145.19794454755524,0.0
2019-04-10 18:15:00,0.0,0.0,-1.7147026877929752,-1.9221103167968825,9.02,284.7454402148437,114.64730905599974,0.0
2019-04-10 18:30:00,0.0,0.0,-1.6047985675781322,-1.7815304896484447,9.0,284.7350291046875,84.09667356444425,0.0
2019-04-10 18:45:00,0.0,0.0,-1.4948944473632892,-1.640950662500007,8.98,284.7246179945313,53.54603807288875,0.0
2019-04-10 19:00:00,0.0,0.0,-1.3849903271484465,-1.500370835351569,8.98,284.714206884375,22.99540258133326,0.0
2019-04-10 19:15:00,0.0,0.0,-1.300358750634773,-1.4558749247070373,8.92,284.80736862109376,17.246551935999946,0.0
2019-04-10 19:30:00,0.0,0.0,-1.215727174121099,-1.4113790140625055,8.87,284.9005303578125,11.49770129066663,0.0
2019-04-10 19:45:00,0.0,0.0,-1.1310955976074255,-1.366883103417974,8.82,284.99369209453124,5.748850645333313,0.0
